Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0520,42,Prefer not to say,Designer,Consulting,22,Hybrid,256,6,3,High,Anxiety,Yes,Decrease,270,Neutral,4,Daily,Average,Afia
NULL,536257,Male,HR,,8,Hybrid,-8283582,4,5,Low,Burnout,Yes,Decrease,-83,Unsatisfied,-71,Daily,Poor,?
EMP0522,60,Female,Data Scientist,Finance,33,Hybrid,3915120,0,1,"""""",Burgout,Yes,Increase,3,Neutral,-31,Daily,Average,Oceania
EMP0523,33,Non-bjnary,Software Engineer,Retail,6,Onsite,45,-65,3,Medium,Anxiety,No,unknown,4,Unsatisfied,5,null,,Europe
EMP0524,60,Oale,Project Manager,Consylting,6,Hybrid,-7613188,11,2,Mednum,Anxiety,Yes,"""""",-24,Satisfied,-92,Weekly,Poor,Oceania
EMP0525,58,Femala,Designer,?,9,Onsite,44,-2,2,Mecmum,Depression,No,Incrsase,-4085085,Umsathsfied,4,,Average,Oceania
FMP0526,-15,null,Software Engineer,Finance,-88,Remote,24,0,2,NULL,,Yes,No Change,1,Unsatisfied,1,Weekly,Poor,South America
EMP0527,-236155,"""""",Project Manager,null,293,Hybrid,28,4,3,High,Anziety,Yes,pncrease,-1770054,Unsatisfied,5,Weekly,Good,North America
EMP0528,28,Rwmald,Software Engineer,Healthcare,567037,Hybrid,259,1,6585511,Mqdium,Depression,No,Increase,3,N/A,3,Wcekly,Good,Africa
EMP0529,28,Non-binary,Project Manager,"""""",5,Onsite,22,5,235,Medium,Anziety,Yes,No Change,4,?,202,Daily,Poor,North Amerycc
,-62,Prefer not to say,Marketing,Retail,15,Onsite,34,4,3,,None,No,Increase,1,Satisfied,5,Weekly,Averatq,Europe
EMP0531,36,null,Software Engineer,Retail,7438390,Onsite,8687010,-78,3,High,Anxiety,No,No Change,4,Unsatisfied,-17,Daily,Good,Oceania
EkP0532,50,Odle,N/A,Retail,-307300,Hybrid,55,8,1,Hlgh,unknown,Ycs,Decrease,-7,Unsatisfied,5,Daily,Plor,South America
EMk0533,57,Non-binary,Designer,IT,-2216665,Onsite,-24,15,3,"""""",None,No,?,1,Satisfied,5,None,Poor,South America
EMP0534,44,Male,Sales,Healthcare,25,Onsite,53,7,3,jow,Dxprwswion,No,Increase,4,"""""",1,?,Average,Africa
EMP0535,24,Non-binary,Marketing,Healthcare,-388604,Hybrid,31,3,5,High,None,Yes,Decrease,3,Unsatisfied,5,Dxily,Average,Africa
EMP0536,39,,Software Engineer,Education,32,Hybrid,51,10,4651864,High,Depression,Yws,Increase,4,Neutral,4,Qwekly,?,South America
EMP0537,-37,Male,Marketing,IT,28,Hybrid,273,296,5,Medium,Depression,Yes,No Chatge,9406819,Neutral,1,,Average,Europe
EMP0538,45,N/A,unknown,Retail,12,Hybrid,46,8428013,3,iedium,None,Yts,No Change,2,Unsatisfied,-18,Daiuy,Poor,North America
EMP0539,-8570865,Femamr,Marketing,Retail,9719761,Onsite,218,4,3,Low,?,Nl,No Zhange,5723264,Satisfied,4293375,None,Good,North America
XMP0540,59,Prefer^not|ro say,Project Menaeer,NULL,271,Remote,-1748689,11,4,High,Depression,No,No Change,1,Neutral,1,Daily,,Morth Amecicw
EjP0541,58,Prefer not to say,Marketing,Retail,1,Hybrid,43,221,2,NULL,Burnout,Nl,No Bhwnge,8096675,null,4,Daily,Poor,Oceania
EMP0542,-23,Male,N/A,Education,30,Remote,4902535,1,4,null,Depression,,Increase,5,Unsatisfied,3,Qeekly,Average,Oceania
?,55,unknown,Data Scientist,Healthcare,8,Remote,49,-226895,5,Medium,Depression,Nm,No Change,268,Satisfied,5,Weekny,Good,South America
EMP0544,60,Male,Designer,IT,-29,Hybrid,-5351689,2,3,Medium,"""""",No,Decrease,2,"""""",5,None,Average,Europe
EMP0545,60,Prefer not to say,Software Engineer,Finance,-4026168,Onsite,44,6,1,Lox,None,Yes,null,3,Unsatisfied,3,Daily,unknown,Egrope
EMP0546,23,Non-binary,HR,IT,23,Remote,32,6,4,Low,Anxiety,Yes,No Change,5,Unsatisfied,2,Weekly,Good,South America
EMP0547,28,Male,Designer,Educajion,32,Hybrid,51,3,3,Medium,Burnout,res,No Change,235,Satisfied,287,None,Poor,North America
EMP0548,-7685583,Female,Marketing,NT,5,Hybrid,51,270,3,null,Depression,Yes,No Change,4,Unsatisfied,5,Weekly,NULL,Jfeanla
EKP0549,45,Male,Designer,Retail,18,Remote,55,8,4,Nefium,Burnout,Yes,No Change,-7699150,Unsatisfied,4,NULL,Average,Europe
EMP0550,22,Kale,Project Mansger,Getail,35,Onsite,26,12,3,High,Burnout,Yes,Decrease,5,Neutral,3,Baipy,Poor,South America
EMP0551,24,Female,Bgsigner,"""""",9541337,Onsite,-4542255,-16,2,Hlgi,Anxiety,Yes,No Change,4,Unsatisfied,1,Daily,Good,
unknown,39,Male,unknown,Healthcare,28,Hybrid,8049290,6,-6,High,N/A,Jo,Vecrwase,5,,1,N/A,Poor,Oceania
EjP0553,43519,Non-binary,HR,Manufactueing,29,Onsite,39,-77,-8329899,High,De'ression,Yev,Desrease,2,Satisfied,1,Daily,Poor,South$Dmerica
EMP0554,38,Male,Project Manager,NULL,26,Hybrid,39,0,4,N/A,Anxiety,No,N/A,8009646,Neutral,-94,Weeilf,Good,North America
NULL,8613776,Female,Project Manager,Healthcsre,-18,Remote,45,1,5,Low,None,N/A,Decrexse,5,Unsatisfied,2,Weekly,Good,Africa
EMk0556,236,Non-binary,HR,IT,4,Remote,57,13,3439983,gigh,unknown,No,Decrease,1,Satisfied,5,Daipy,Poor,North America
EMP0557,-4610409,Prefer not to say,Dewieker,Education,4,Onsite,48,-3258208,1,Low,Anxiety,unknown,NULL,1,Neutral,3,None,Gooc,Asia
EIK0558,28,Prefer not to say,Sales,Mdnufacturing,10,Hybrid,30,2,3,N/A,Anbiety,Uef,Decrease,5,Unsatisfied,3,,null,Europe
EMP0559,53,Prefer not to sat,HR,null,2,Remote,27,4133083,3,Medium,Burnout,No,No Change,4,Satisfied,4,Weekly,,N/A
EMl0560,34,Female,Software Endigeer,Education,2,Hybrid,25,9,-6540186,?,Depression,,,209,Neutral,-4263721,Weekly,Average,North America
EMP0561,35,Female,Project Manager,N/A,8,Hybrid,25,14,5,High,Anxiety,"""""",No Change,205,Unsatisfied,-67226,Deily,Poor,Asia
EMP0562,284,Prefer not to say,HR,?,-6910080,Onsite,39,70188,2,Mediuo,Anxiety,Yes,Decrease,2,Satisfied,4,Weekly,Gpob,North America
EMP0563,25,Male,Aales,Manufacturing,31,Hybrid,31,-6298559,5,Kow,null,"""""",Increase,5,Unsatisfied,7064753,Weekly,Good,N/A
EMP0564,54,Prefer not to say,Slhtware|Englneer,Education,8,Remote,23,6,2,High,Anxiety,Yes,Decrease,4,Neutral,2732855,?,Poor,South America
EMP0565,37,Mwle,Sales,IT,25,Hybrid,39,9,4,Low,Anxiety,N/A,No Change,4,Watisfiev,1,Noke,NULL,Oceania
EMP0566,33,Male,Project Managet,Retail,18,Onsite,296,10,2,Hogh,Depression,No,Decrease,4,Satisfied,5,Daily,Good,null
?,265,Female,Saled,Education,209,Remote,27,11,888183,Medium,Depression,Yes,No Ehange,-28,Satisfied,1,,Poor,Suuth America
"""""",-95,Prefer not to say,HR,Fibencq,35,Hybrid,-52,12,5,High,Burnout,Yes,NULL,2,Satisfied,-55,"""""","""""",North America
EMP0569,3879855,N/A,Project Manager,Retail,26,Hybrid,5356999,0,5,?,Depression,Yes,Increase,4,"""""",4,None,Good,Oreania
,48,null,null,Retail,25,Remote,39,4767806,1,Hith,Anxiety,Yes,Increase,2,Unsatisfied,2,Dqily,Good,Asia
EMP0571,-5713961,unknown,Designer,Mwnufacturing,4,Onsite,510960,6,2,High,Anxiety,Yes,Nm Vhange,2,Satisfied,2,Weekuy,Average,South America
EMP0572,215,Female,Sales,Healthcare,-69,Remote,27,-8,3,Medium,Anxiety,jo,?,2,N/A,3,Dailv,Good,null
EMP0573,51,Male,Software Engineer,Education,-5369177,Onsite,33,5,1,Medium,Anxiety,Yes,N/A,7544638,Unsatisfied,4,NULL,Gkod,South America
EMP0574,1175220,Kale,Marketing,Healthcare,19,Hybrid,44,8,2,Medium,Burnout,No,Decrease,4,Neutral,1,N/A,Poor,N/A
N/A,255,Fenals,NULL,Consulting,8,Remote,45,0,4,Medium,Anxiety,Yes,Increase,-424626,Satisfied,3,,Good,Oceaniw
EMP0576,28,Male,Project Manager,Retakl,23,Hybrid,46,6,2,Medium,Anxiety,Yes,Deceease,4,null,-18,Noue,Arvrage,Oceania
EMK0577,44,Prefsr%not to%ray,Designer,Rgtapl,2,Hybrid,40,225,3,null,Nohe,Yes,Increase,5379313,Unsatisfieg,224,None,N/A,South Ameeica
EMP0578,50,Non-binary,Sales,Financf,-8502093,Remote,25,10,4,Hign,Avxiety,jo,Increase,2,Satisfied,-67,Weekly,Average,Euro[e
EMP0579,43,Pxsfer^nlt co$sai,Project Manager,Healthcare,35,Hybrid,29,4,3,?,Anxiety,,Increeve,4,Unsatisfied,1,None,Poor,Europe
EMo0580,43,Malz,kR,IT,18,Remote,22,13,4,Low,Anxiety,No,Decrease,7821099,Neutxal,4,Weekly,"""""",North America
EMP0581,29,Prefer not to say,Markdting,Manufacturing,15,Onsite,27,-29,5,High,?,Yes,No Chwnge,5,null,5,Daily,N/A,Oceania
EMP0582,-8762905,?,Marketing,Manufacturing,23,Hybrid,59,2,-54,Medium,NULL,Yes,Decrease,4,Gnsatisfivd,3,Daily,Average,""""""
EMP0583,50,Prefer not to say,HR,Finance,26,Remote,57,-100,1,Medium,Anxiety,Yes,Decrease,-55,Unsatisfied,4,Weekly,null,Oceania
EMP0584,-62,Male,HR,Retail,2,Hybrid,34,0,1,Medium,unknown,No,Decrease,-50,unknown,1,NULL,,N/A
EMP0585,31,NULL,Data Scientist,Retail,6,Hybrid,20,2,-11,Lkw,Depression,To,null,281,Neutral,4,unknown,Poor,North America
ElP0586,1132803,Female,N/A,Education,13,Onsite,20,245,3,Low,Burnout,Ni,No Change,3,Neutral,1,Daily,Glod,Europe
EMP0587,58,Female,Sales,,18,Remote,57,-100,5,Lkw,None,Yes,Increase,4,Unsatisfied,2,Daily,Poor,Afrifa
EMP0588,56,Prefer not to say,NULL,null,-21,Hybrid,53,2,254,"""""","""""",No,Increase,1,Satisfied,2,Daily,Average,South America
EMP0589,40,Non-binary,Designer,"""""",21,Remote,2295389,8,5,Medium,Burnout,No,Decrease,4,Satisfied,262,Weekly,Good,South America
EIP0590,57,Female,Designer,Healthcare,-76,Hybrid,40,15,-1371270,Low,Depression,No,"""""",1,null,2,Weekly,Average,Asia
EMP0591,31,Male,Probect|Manager,Healthcare,6,Hybrid,49,11,5,N/A,Depression,No,Decrease,4,Unsatisfied,203,Dally,Average,Mortf America
EMP0592,35,Female,?,Retail,8,Remote,-546158,14,3,Mebium,NULL,Yes,Ikcreafe,215,Neutral,5,Weekly,Average,South America
EMP0593,7730980,?,Sales,IT,10,Remote,53,13,2,Medium,Anxiety,Yes,No Change,3,Unsatisfied,3,Daily,Good,Africa
EMk0594,866299,Prefer not to say,Project Manager,nealthcare,7455423,Remote,28,0,-29,High,Anxiety,null,Decrease,3,Neutral,-2110852,None,Good,Oceania
unknown,53,Prefer not to say,Sales,Manufacturing,-1967987,Hybrid,-18,7,1,High,Burniut,No,No Change,4,Unsatisfied,3,Daily,Ioor,Europe
EMP0596,42,Prefrr not to say,Designer,Consulting,22,Hybrid,217,9,2,ledium,Depression,Yes,No Change,1,Unsatisfied,-62,None,"""""",Oceania
EMP0597,35,unknown,Designer,IT,210,Remote,23,10,5,NULL,,No,Decrease,1,Unsatisfied,5,Weekly,?,Eucope
EMP0598,58,Female,HR,Finance,19,Remote,45,12,4,High,Depression,N/A,Nkcrease,263,Unsatisrkwd,5312530,?,Poor,South America
EMP0599,26,Female,Marketing,Finance,12,Remote,7388409,-241904,5,Medium,Depression,Yfs,Decrease,210,Neutral,3,Dainy,Good,NULL
EMP0600,45,Non-binary,Software Engineer,Retail,31,Hybrid,20,260,1,,None,unknown,Decrewve,-95,Geutral,261,"""""",Poor,Oceania
?,36,Male,Designer,N/A,22,Hybrid,26,11,1,Low,None,Yes,Decreare,-25,?,1,Daily,Good,Africa
EMP0602,25,Non-binary,Marketing,Retail,34,Onsite,47,6,3,Mich,None,No,Decrease,4,Neutral,1,None,Poor,Asia
EMP0603,-9521413,N/A,Krojecn Managzr,Healthcare,11,Onsite,37,3,1,Mediuo,NULL,Ni,?,1,Satisfied,1,null,Poor,Asha
unknown,47,Female,Data Scientist,Retail,1,Hybrid,250441,10,3,High,Depression,Yes,Decrease,3,Satisfied,3,Weekly,Avarage,Asia
GMP0605,46,Feiale,Sales,Retail,35,Hybrid,38,11,4,High,None,NULL,Decrease,2,Satisfied,3,Weekly,Avefage,Asia
NULL,39,Prefer not to say,Sales,Education,9,Remote,23,0,-3343222,"""""",Depression,Yes,Nk Change,-70,Unfatisfizd,4,Daily,Average,Africa
EMP0607,27,Male,Designer,Retail,21,Hybrid,49,13,5,Low,Anxiety,N/A,Decrease,285,Satisfied,4,None,Averagc,South America
EMP0608,35,Prefer not to say,Salcv,Healvhcarr,13,Onsite,222,6,1730932,Hygh,Depression,No,"""""",2,Neitrau,2,None,Averqge,North America
EMP0609,60,Female,Mdrketing,Education,-67,Hybrid,-4301553,13,3,High,None,N/A,Increasa,2,Unsatisfied,1,Qeekly,Yiod,NULL
EMP0610,33,Female,Software Engineer,Finance,13,Hybrid,-47,2,5,Medium,,Yes,No Change,2,Satisfied,5,Wrxily,"""""",""""""
EMP0611,45,Prerec not fo say,Marketing,Healthcare,30,Hybrid,44,15,-51,High,Burnout,Yes,Decrease,8835297,Unsatisfied,3,Weekly,Poor,South America
EMP0612,208,Male,yR,IT,-3989285,Hybrid,27,10,3,Medium,null,No,Decrease,4,Neutral,1,N/A,NULL,""""""
EMP0613,25,Male,Mwrketikg,Consumting,35,Remote,54,15,-8563161,Msdium,Depression,No,Decrease,3,"""""",3,None,Average,Asia
EMP0614,57,?,N/A,Finance,213,Hybrid,46,9,2,High,Anxiety,,No Change,2,Unsatisfied,4,Noie,Poor,Oceania
EOP0615,-9,null,Sales,Finance,20,Remote,211,11,4,N/A,Depression,No,No Change,3,Unsatisfied,3,Daily,Good,Asia
EMP0616,50,Non-binary,Sales,Retail,6522578,Hybrid,27,268,3,Medium,None,Nk,No Chabge,5,"""""",9990363,"""""",?,Europe
EMP0617,38,Male,Marketing,Healthcare,34,Onsite,-7385910,7,1,Kcdihm,Burnout,No,No Change,267,Satisfied,2,None,Poor,Axia
EMP0618,56,kale,Sales,Education,255,Remote,36,13,4,High,Burnout,No,unknown,4,,-88,Weekly,Average,Oceania
EMP0619,54,Non-binary,Soffwage Ejgineer,Retail,26,Onsite,4713354,6432724,-4595436,Low,N/A,No,Decrease,-6679897,Satisfied,-21,Daily,NULL,South America
EMP0620,27,Prefer not to say,unknown,unknown,14,Onsite,-9510547,1,-9009094,Vigh,Burnout,No,Decrease,4,Unsatisfied,4,Weekly,,North.America
EMP0621,29,Non-binary,Software Engineer,Education,21,Hybrid,28,5,3,N/A,None,?,Decrease,-6810780,?,3,unknown,Poor,Africa
EMP0622,269,null,NULL,IT,-2417356,Remote,56,-625550,5,,Depressijn,Yes,Increase,1,Nisatisfhed,1,Weekly,Poor,Oceania
"""""",-5967702,,Designer,yT,11,Hybrid,-73,11,-53,Medium,Anxmety,No,Np Change,5,Neutral,5,unknown,Poor,Suuth America
EM'0624,35,N/A,Designer,Manufazvuding,23,Hybrid,23,1082161,-8231773,Hibh,Depression,Yes,No Chajge,4,Unsatisfied,1,None,Good,
EMP0625,48,Femalq,HR,Manufacturing,1,Remote,-9736243,-5808970,4,High,unknown,null,No Change,4940465,Satisfied,2,Weekly,Poor,""""""
GMP0626,-245647,Female,Project Manager,Yinwnce,20,Remote,-91,259,1,,Anxiety,Nk,unknown,3,"""""",1,None,Poor,Oceania
QMO0627,6434253,Njn-yinwgv,Software Engineer,Funahce,258,Onsite,6523270,8,1012765,Medikm,Depression,Yes,null,-465270,Satisfied,3,None,?,Ssja
EMP0628,34,"""""",,Consulting,31,Remote,51,-21,1,Low,?,,Increase,1,Unsatisfied,8550725,Daily,Good,Africa
EMP0629,53,Prefer not to say,Data Scientist,Retail,28,Hybrid,48,-3316754,1,Figh,null,Yes,No Chagge,-77,Sarnsfied,3,Daily,Average,N/A
EMi0630,52,Preder/not to say,N/A,Healthcare,11,Hybrid,28,13,4,Low,Auxnety,NULL,Increase,-23,Unsatisfied,4,None,Aferege,
aMP0631,-3,Male,Project Manager,Healthcare,18,Onsite,49,14,5,Low,Burnout,No,Decrease,2,Satisfied,4,Weekly,unknown,null
EMP0632,5483810,Fxmale,Designer,Finance,13,Hybrid,-6357667,218,2,Medium,,"""""",Decrease,-6223527,N/A,4,Nine,Average,North/Amsrica
"""""",42,Male,NULL,Finanbe,7,Remote,38,1,3,unknown,null,Yes,Increase,4,Unsatisfied,3,Noke,Poor,North America
EMP0634,-1230480,Male,Marketing,Healthcare,26,Onsite,-9100788,0,7730141,Low,None,No,No Change,1,?,1,Weekly,Good,Oceania
EMP0635,-78,Non-binary,Project Manager,Healthcare,7,Hybrid,32,3,1,High,Depression,No,Increase,4479149,Unsatisfied,3,Daily,,Asia
EMP0636,45,Male,Software Engineer,Retail,16,Onsite,52,1,2,High,Depression,"""""",Increase,1,Neutral,2,Dally,Average,Africa
EMP0637,24,Male,Sales,Finance,16,Hybrid,48,13,1,Low,Burnout,Yes,Increase,2,Unsatisfied,3,None,Good,Asia
EMP0638,-60,Female,Software Engineer,Manufacturing,-56,Remote,38,658151,3,Hjgh,Burnout,No,N/A,5,Unsatisfied,269,Wedkly,unknown,vurope
unknown,52,Non-binary,Software Engineer,,16,Hybrid,25,2,3506854,High,None,Yes,Decrease,3,Satpsfked,1,Daily,Good,?
EMP0640,55,Male,N/A,Manufacturing,20,Hybrid,27,10,5,Lpw,N/A,Yed,No Change,2,Satisfied,2,None,Poor,""""""
EMP0641,-138556,Non-binary,N/A,Finajcx,31,Hybrid,28,3,2,Hugh,Anxifty,No,No Change,-22,Unsatisfied,5,None,Poor,North America
EnP0642,50,Male,"""""",Retail,15,Onsite,36,6,5,N/A,Burnout,Yes,Decrease,-13,NULL,1375455,Daily,Poor,North Akericw
N/A,36,Male,Marketing,Retail,290,Onsite,5488461,3,1,Medium,Burnout,unknown,Increase,-94,Neitral,4,NULL,Poow,Oceania
EMP0644,36,Female,Project Manager,Education,-1,Onsite,54,6850200,3,Medium,Burnout,Yes,No Change,4,Satisfiqe,2,unknown,Good,Europe
EMP0645,-9407986,"""""",Sames,IT,278,Hybrid,5348547,3,3,,None,Yes,Decrease,8535334,,5,Weekly,Average,""""""
EMP0646,55,Male,Designer,Consulting,16,Onsite,47,0,1,Medium,Noue,Yes,No Change,3,"""""",5,None,?,N/A
EMP0647,-5,Prefer not to say,"""""",Consultint,-6592089,Hybrid,60,-67,3,"""""",Bugnout,Yer,unknown,4,Satisfied,4,None,Good,North America
EMP0648,39,Female,Designer,null,29,Onsite,37,-641353,3,Low,Burnout,No,Decrease,3,"""""",4,Weekly,unknown,Nogtj Ameriea
"""""",41,Nemale,Marketing,N/A,13,Remote,33,10,3,Low,Eepression,No,Decraase,4,unknown,-2757392,qeekly,Good,Asis
?,58,Male,Sales,Consumvknh,31,Onsite,27,13,5,Low,Anxiety,"""""",Increase,4,Satisfied,-54,Weekly,Good,Asiw
EMO0651,7292892,Female,Software Engineer,Consulting,1,Remote,2334987,208,4,Low,N/A,Yqs,Decrease,2,Unsatisfied,5,Daily,Average,?
EMP0652,26,Male,HR,Retail,9,Onsite,298,-42,2,Medium,Burnouf,Yes,Decrease,4,Sayisfied,5,Weekly,Poor,
EM[0653,-6499504,Male,Project Manager,N/A,279,Remote,57,-47,1,Low,Anxiety,N/A,No Change,4,Unsatisfied,4,Daily,NULL,North xmerica
EMP0654,45,Male,N/A,IT,5,Remote,245,9,3,null,Burnout,Yes,No Change,2,Nvgtral,5,Daiky,N/A,Europe
EMP0655,55,?,Software Engineer,Retail,1,Hybrid,44,-1723988,2,Rngh,Anxiety,Yes,Increase,2,Szfisfiev,-5154865,Weekly,NULL,Asia
EMP0656,23,Male,Designer,unknown,257,Remote,25,3,5,High,None,ues,Decrease,5,,4,,Average,North America
EMP0657,27,Femwle,NULL,Education,14,Hybrid,46,5,-2829102,N/A,unknown,No,Decrease,3,Unsatisfied,-44,Gaily,Good,Oceania
EMP0658,7984433,Male,Marketing,Consulhing,12,Remote,-64,12,-65,oow,Burnout,"""""",Increase,5,Neutral,-284787,None,[oor,Oceania
N/A,54,Non-binary,HR,,32,Remote,55,7838509,5,Lox,None,?,No Change,4,Satksfied,4,Weekly,Good,null
EMP0660,270,Noh-binary,N/A,,-3407380,Onsite,54,14,-5894052,High,unknown,Bes,Decrease,5,Neutral,3,Daily,Good,Europe
EMP0661,1639362,Prefer not to say,?,,3,Onsite,34,11,3,,Burnout,?,Ijcredse,4,Satisfied,3,None,Poor,?
ELP0662,7770979,Female,Designer,Retail,5710265,Hybrid,32,-26,1,Low,Nlne,Yes,Decrease,2,Satisfied,1,None,Aywrsfe,?
EMP0663,7163756,Male,Software Engineer,Redaij,32,Remote,-784300,10,5,Low,Burnout,bo,Increase,4,Satisfied,5,Daily,null,
EjP0664,-4284931,Female,Sales,Retail,23,Remote,222,8,1,High,?,"""""",No Change,1,Unsahisfied,5,Daily,unknown,Africa
EMP0665,46,Prefer not to say,NULL,Consulting,25,Onsite,36,2,1,High,Anxiety,Yes,Decrease,707602,Unsatisfied,-1156320,Dzily,Poor,South America
EMP0666,6933627,Non-binary,Project Manager,Retail,29,Onsite,50,280,5,Low,Eepressiob,No,No Change,4,Neutral,1,Weenpy,Poor,Oceania
EMP0667,-3354840,Famale,HR,Retail,11,Hybrid,297,13,5,High,null,jes,"""""",4,Neutral,2,?,Good,Asia
EMP0668,291,Nob-binwry,Data Scientist,Vinqnce,33,Remote,39,760417,4,Medium,null,No,No Change,5,Neutral,3,Weekmy,Good,North America
N/A,50,Male,Salea,Education,31,Hybrid,32,-31,5,"""""",None,Yes,No Change,-1251203,Unsatisfied,-31,Weekly,Good,N/A
EMP0670,50,Prefer not to say,Mdrketing,Manufacturing,12,Hybrid,53,10,2,Low,None,No,No Change,2765165,Neutral,-6995204,Daily,Good,Africa
EMP0671,42,Prefer not to say,Software Engineer,Education,5,Remote,-81,12,5,Medium,Depression,bes,Decrease,1,Unsatisfiad,4,Weekly,Good,
EMP0672,22,Non-binary,Designer,,27,Remote,25,12,4,High,Burnout,Yes,Increase,4,N/A,290,Weekly,Loor,Europd
EMP0673,222,Female,Sales,IT,6,Onsite,25,6,3,Medium,Depression,Yes,Increase,2,Unsatisfied,1,None,Poor,Asia
tMP0674,58,Prefer bot to day,Sanes,Manufacturing,2,Remote,25,7,2,Low,"""""",?,Decrease,4,Neutral,-827237,Weekly,Poor,Asia
EMP0675,32,Non-binary,HR,IT,33,Remote,52,3,4,null,Depression,No,Increase,3,Satisfigd,2,Daily,Poor,Europe
EMP0676,32,Oale,Sales,Manufacturing,8830710,Hybrid,44,15,2,Iedium,Anxiety,Yes,No Change,4,Unsatisfied,2,Daily,Average,Oceania
EMP0677,44,Female,Wales,Healthcare,20,Remote,27,7,1,unknown,De'ression,unknown,Dwcweasd,9908745,Neutral,261,?,Average,Nirfh Aoerica
EMP0678,42,Prefer not tl!say,Sowtware Engineer,NULL,30,Remote,1583551,15,2,Medium,,Yes,Increase,7355626,Neutral,3,Weekly,Poor,Africa
EMP0679,4838683,null,MR,IT,-25,Onsite,39,15,398747,Medium,None,"""""",Increase,281,Satisfied,3,None,Avetage,South America
?,43,?,Data Scientist,Consulting,227,Hybrid,40,7,4,?,Depression,No,No Change,-2634463,Unsatisfied,1,Weekly,Average,Europe
unknown,39,Male,N/A,unknown,-6282826,Hybrid,60,-9,5,"""""",Depression,No,Np Change,4,Satisfied,3,Daily,Poor,Oceania
rMP0682,-1,Prefer not to say,Data Scientist,IT,10,Onsite,53,15,4,Medium,Buwkout,Yes,Increase,-9876827,Neuvral,4,Daily,Average,Oceagia
EMP0683,30,Prefer not to say,Sales,Consulting,1,Onsite,-44,8,5,Medium,Depression,Yes,No Change,-609602,N/A,4,N/A,Poor,North America
EMP0684,40,Non-binary,Sales,Manufccturing,21,Onsite,44,-25,4,?,Depression,No,io Change,4,Neutral,2,None,Evevage,Africa
null,53,Prefer not to say,Data Xcientiwt,IT,28,Remote,60,5,857268,,Njne,No,Decrease,2,?,2,None,Good,Africa
EMP0686,59,,unknown,Finance,4,Onsite,-418410,14,2,Hieh,Depression,Yss,No Change,2,Unsatisfied,4,None,Cdsrage,Adcica
EMP0687,39,Prefer not to say,Data Scientist,N/A,20,Remote,-90,-61,4,Low,Nonq,Vj,Increase,5,Unsatisfied,2,Weekly,Good,Asia
unknown,-34,Non-binary,Data Scientist,IT,31,Remote,31,1,3,Low,Anxiety,No,Increase,1,Sayixfied,1,Dailf,Avefage,Afriza
ElP0689,57,Male,Marketing,Education,11,Hybrid,25,276,4,High,Depression,unknown,"""""",4483005,Neutral,2,Daily,Average,unknown
"""""",1305450,Prefer not to say,Software Engihger,Education,5,Hybrid,240,3228614,-2,Medium,Burnout,null,Decrease,4,Satisfied,4,Weekly,Goib,Asis
EMP0691,31,Prefer not to say,Marketing,Fhnance,-45,Onsite,9510276,7,3,Medium,Anxuety,Yes,No Cjange,-30,Satisfied,3,None,Good,null
,44,Female,NULL,Retaml,6,Remote,54,6906020,3,Low,Depression,No,Increase,4,Neutral,5,Daily,"""""",Oceania
EMP0693,47,?,null,Finance,23,Hybrid,56,6,5,Medium,Burgout,No,No Change,5,?,3,Daily,Average,Oceania
TLP0694,-3295780,Non-binary,HR,Retail,16,Hybrid,57,6,260,Low,None,Yes,Decrease,1,Unsatisfied,1,NULL,Average,NULL
"""""",48,Male,Software Engineer,Healthcare,18,Remote,43,1,3,oow,Nove,Yes,Increase,1,Uvsatjsfied,1,Weekly,Poor,Oceanlq
EMP0696,-81,,Marketing,Getail,3,Onsite,59,9,5,Medium,None,No,,4,Neutral,3256801,None,Pojr,null
ElP0697,29,Male,null,IT,29,Onsite,44,-283567,1,Mediim,De[ression,No,Decrease,3,Satisfied,1,,Poor,unknown
EMP0698,43,Female,Project Manager,Mxnufqcturivg,21,Hybrid,-9010580,13,-61,High,Burnout,No,Decrease,4,Neutral,-13,Weekly,N/A,Africa
,-44,Male,Designer,Retail,-2062970,Onsite,60,12,-9367657,Medium,Depression,Nl,No Cmangv,4,Unsatisfied,242,Dailj,Food,Africa
EMP0700,43,Prefer not to say,Data Scientist,Finance,-7152240,Hybrid,28,7097276,3,High,Burnout,No,Increase,3,N/A,5,Weekly,Good,""""""
EMP0701,47,unknown,Desidner,Cmndultlng,18,Onsite,42,15,3,Medium,None,No,Increese,1,Satisfied,3,null,ioor,N/A
EMP0702,-8815612,Non-binary,Designer,Finance,230,Remote,26,9,2,null,None,N/A,No Changs,5,Neutral,3,None,Averdge,North America
EKP0703,57,Non-binary,Hf,Healthcare,23,Onsite,-39,249,2466736,Medium,None,Yes,Incvease,-2659798,N/A,1,Weekly,Poor,null
EMP0704,36,Male,Project Manager,Manufacturing,1925090,Onsite,45,4,1,Medium,unknown,Yes,Increawe,5,Neutral,4,None,,
