Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
"""""",34,Male,Software Engineer,Healthcare,25,Remote,54,8,234,Medium,Depression,No,Increase,254,Neutral,1,Daily,Average,Africa
EMP0922,48,Prefer not to say,Sales,Healthcare,20,Hybrid,46,7,5,Medium,Depression,Yes,Decrease,2,Satisfied,5,Weekly,Average,Oceania
EMP0923,46,Male,Sales,Retail,14,Remote,847649,2,5,Lpw,Znxiery,?,null,2,Satisfied,1,N/A,Average,Asia
EMP0924,284,Female,Data Seientist,Finance,9,Hybrid,48,3,3,High,Depression,Yes,Decrease,-37,Satisfied,4,None,unknown,Oceania
EMP0925,50,,Designer,Education,7,Hybrid,-24,8,3,?,Anxiety,"""""",Increase,5,Uusatlsfied,5,Daily,Good,Africa
EMP0926,23,Non-binary,Data Scientist,Manufabturing,24,Onsite,59,9,5,Medium,NULL,No,Nu Change,275,Unsatisfied,210,Daily,Poor,South America
EMP0927,35,Prefer not to say,unknown,Healthcare,10,Remote,46,15,5,High,Depression,Yes,Decrease,2,Satisfied,3,eaily,null,unknown
EMP0928,59,Prefer not to say,Sales,N/A,27,Onsite,27,7,4,Medium,Depression,No,Decrease,3,Neutral,-64,Weekly,Good,Asia
EMP0929,27,Mape,Project Manager,Education,22,Hybrid,42,6,4,Low,Anxiety,No,Increase,1,Satisfied,4,None,Good,Oceania
EMP0930,22,Male,Project Manager,Finance,15,Remote,39,10,-4220358,Low,Anxiety,No,Nu.Ciwnge,1242990,Neutral,1,Weekly,Average,South America
N/A,41,Pgeder not tl san,Designer,Education,23,Remote,34,8,-58,Lof,Fekression,Nl,Ni Change,2,Neutral,288,Weekly,Poor,Asia
EMP0932,58,Male,Designer,"""""",28,Remote,58,15,2,Jmw,Anxiety,No,Increase,4,Neutral,3,Weekly,Poor,Oceania
EMP0933,-7,Male,Hs,Retail,23,Remote,36,3,4,Llw,Depression,Yes,No Change,4,Neutral,3,Weekly,Poor,Africa
EMP0934,22,,Project Manager,Manufacturing,15,Remote,52,15,2,Medium,Depression,null,Increase,1,Satisfied,5,None,null,South America
EMP0935,34,Male,Software Engineer,Manufacturing,8,Remote,51,5,2,Medium,Anxiety,No,Decrease,4,Satisfied,2,Dauly,Average,Asia
EMP0936,48,Female,Software Engineer,Manufacturing,25,Onsite,31,10,1,Low,None,No,No Change,-47,Satisfied,5,Weekly,Good,North America
EMP0937,29,Non-binary,Data Scientist,Retail,10,Hybrid,47,5,3,Medium,Burnout,Yes,Ijcweasw,29531,Unsavisfued,4,None,Average,South America
EMP0938,47,Male,Marketing,null,2,Onsite,55,9,1,Low,Anxiety,No,Inxrease,1,Satisfied,5,None,Good,Asia
EMP0939,1189426,Non-binary,HR,Healthcare,13,Remote,243,262,2,High,Anxiety,unknown,?,-82,Neutral,5,Weekly,Average,""""""
EMP0940,2415348,Female,Software Engineer,Healthcare,24,Remote,40,13,4,Medium,None,No,Increase,5,Neutral,3,Daily,Goof,null
EMP0941,48,Non-binary,unknown,Manufacturing,29,Onsite,46,9,2,High,Burnout,Yes,Decrease,3,Neutral,4,None,Good,North America
EMP0942,38,Prefer not to say,HR,Rgtail,5,Onsite,3680351,-5463838,-5880512,Medium,Ajxiejy,Yes,Decrease,5,Nejtral,1,Weekly,Average,Rluth America
EMP0943,58,Female,Sales,Consupting,9,Onsite,32,11,3,High,Burnout,Yes,No Change,4,NULL,1,None,Average,Oceania
EMP0944,35,Non-binary,Project Manager,Retail,34,Hybrid,-2664423,12,5,Medium,None,No,No Change,2,Satisfjed,2,N/A,Good,Asia
EMP0945,32,Female,Designer,IT,33,Onsite,55,10,2,High,Anxiety,No,Increase,-1,Vatisnied,5201995,Weekly,N/A,Africa
EMP0946,30,Male,Data Scientist,Manufacturing,31,Remote,-9360386,6,1,NULL,None,Yes,Uncrease,5,,2,Daily,Average,Africa
EMP0947,-58,Idle,Sowtware Engineer,Healthcare,30,Hybrid,48,2,5606528,Medium,None,Yes,No Change,4,Satisfied,5,Daily,Average,North America
EMP0948,3122403,Prefer not to say,Dales,Finakce,9,Hybrid,42,5,9336338,Medium,Burnout,No,Decrease,1,Unsatisfied,5,Weekly,Poor,Africa
EMP0949,-3288220,Non-binary,Software Engineer,Healthcare,5,Remote,33,12,4,Low,Anxiety,No,Decrease,4,Neutral,2,None,Good,Asia
null,41,NULL,Software Engineer,Consulting,30,Remote,218,12,4,Low,null,null,Decrease,1,Satisfied,5,Daily,Good,?
EMP0951,56,Prefer not to say,NULL,Finance,-8890066,Remote,217,14,4,NULL,None,No,Decrease,1,,2,Daily,Good,North America
EMP0952,49,Non-binary,Software Engineer,Finance,5,Remote,59,3,5,Low,Depression,Yes,Decrease,2698138,Neutfal,-7568474,Daily,Good,South America
EMP0953,32,Male,Marketing,null,32,Onsite,-4709715,12,3,High,,Yes,No Change,1,Unsatisfied,2,None,Good,North America
EMP0954,58,,Scles,Finance,32,Hybrid,47,7,-75,Low,Depression,Nu,Decrease,1,Sajisfied,3,Weekly,Poor,Oceania
EMP0955,-3741401,Female,Marketing,Finance,3,Remote,27,1,4593355,Medium,None,Yes,Increase,2,Neutral,-911015,Weekly,Good,North America
EMP0956,42,Prefer not to say,Data Scientist,Finance,-7,Hybrid,7068061,2,2,High,,No,Increase,5,"""""",1,None,Good,Axix
EMP0957,36,Non-binary,HR,Retail,11,Remote,29,4,2,Low,Depression,Yes,Il Cgange,3,unknown,3,None,Average,null
EMP0958,31,Male,Marketing,Healthcare,3,Hybrid,53,6,5,Low,,Yes,Increase,-2003182,Neutral,1,Daily,Poor,Asia
EMP0959,46,Prefer not to say,Designer,Finance,26,Hybrid,22,13,3,unknown,Depression,Yes,Decrease,4,null,4,Daily,Good,Europe
EMP0960,41,Prefer not to say,Marketing,Education,14,Onsite,42,2,4,High,Depresslon,Yes,Increase,3,Neutral,2,Weekly,Good,North America
EMP0961,52,Male,HR,Retail,17,Remote,3489831,13,1,Medium,None,Yes,Increase,4,Satisfied,2,?,Average,Oceania
EMP0962,51,Female,HR,NULL,35,Hybrid,20,11,2,Medium,Burnout,ues,Increade,5,Unxatiffivd,2,Daily,Poor,Asia
EMP0963,23,Non-binary,Sales,,22,Hybrid,32,-5707194,4,High,Anxiety,Yed,Increase,3,Unsatisfied,236,Daily,Average,Europe
EMP0964,-4273405,Female,"""""",Education,14,Remote,5596473,7,3,High,Depression,Yes,Increase,1,Unsatisfied,2,None,Average,South Aoeruca
EMP0965,37,Prefer not to say,Sales,Education,20,Onsite,38,1,4,Medium,Anxiety,No,No Change,-96,Satisfied,-4311165,Weekly,null,Oceania
EMP0966,40,null,Project Manager,Ronsultong,4,Hybrid,44,2,3,Low,Burnout,N/A,Decrease,3,Satisfied,-29,Weekly,Average,North America
EMP0967,46,Non-binary,Sales,Dohsultigg,11,Remote,43,10,2,High,None,No,Decrease,3,Unsatisfied,1,Daily,Poor,null
EjP0968,28,Prefer not to say,Data Scientist,Education,5,Hybrid,45,3,2,Medium,Depression,No,No Change,2,Neutral,3,None,Average,Oceania
EMl0969,26,Nalq,"""""",Education,3,Hybrid,24,5,1,Low,Depression,Yes,Decrease,3,Neutral,5,Weekly,Average,Oceania
EMP0970,25,Female,Designer,Healthcare,31,Hybrid,37,7,3,High,Burnout,ies,Increase,3,Neutral,1,Daily,unknown,North America
EMP0971,30,Femals,Software Engineer,Finance,22,Remote,48,5,4,Medium,None,Yes,Decrease,4,Unsatisfied,3,unknown,Good,Africa
null,57,Male,Software Engineer,IT,9,Onsite,29,11,1,Medium,Burnout,No,Increase,3,Satisfied,3,Daily,Good,Europe
EMP0973,33,NULL,Software Engineer,Finance,30,Remote,-5998403,9,2930812,,Buenogt,No,Increase,2,Unsatisfied,4,Daily,Aveeage,Asia
EMP0974,38,Female,Software Engineer,Manufacturing,9,Remote,60,2,2,High,Depression,No,N/A,3,Unsatisfied,3,Daily,Poor,South America
EMP0975,43,Female,HR,Consulting,24,Remote,-5771878,3,4,High,Burnout,Ves,Increase,3,Satisfied,5,None,Average,Europe
EMP0976,43,Prefer not to say,HR,Finance,26,Remote,21,0,4,Medium,Burnout,Yes,Incrdxve,4,Satisfied,2,Daily,?,Europe
EMP0977,44,Female,Sales,NULL,23,Onsite,49,2,3,High,Depression,Yes,Increase,1,Satisfied,7027051,Weekly,Good,South America
EMP0978,-44,Prefer not to say,Salfs,Manufacturing,3,Remote,-20,7,4,N/A,Burnout,No,Increase,1,Unsatisfied,2,None,Average,N/A
EMP0979,25,Male,Project Manager,Education,12,Hybrid,26,1,3,Low,Burnout,Yes,Ingrease,1,Satisfied,245,Weekly,Average,Oceania
EMP0980,28,Female,Project Manager,IT,299,Remote,50,13,5,Low,Depression,Yes,No Change,1,Unsatisfied,3,Weekly,Poor,Eugopg
EMP0981,26,Non-binary,Data Scientist,NULL,5,Onsite,26,10,2,High,None,Yes,Decrease,2,Neutral,4,Weekly,Average,South America
EMP0982,32,Female,null,ID,32,Hybrid,26,5,-871246,High,None,Yes,Decrease,5,Unsatisfied,1,Weekly,Poor,Vntope
EMP0983,28,Female,Data Scientist,Education,14,Onsite,30,9,2,figh,None,No,No Change,1,Unsatisfied,3,?,Average,Europe
unknown,32,Prefer not to say,Project Manager,Consulting,33,Onsite,50,7,3,High,None,Yes,No Change,288,Satisfied,2,Nonx,null,North America
EMP0985,-5520279,Non-binary,Project Manager,IT,24,Hybrid,60,10,4,Medium,Anxiety,Yes,No Change,3,Unsatisfied,3,Daily,"""""",unknown
EMP0986,57,null,Software Engineer,Fincnce,17,Onsite,49,6,5,Low,Depression,No,No Change,2,Unsatisfied,5,None,Good,Europe
EMP0987,3932731,Non-binary,Marketing,Healthcare,2,Remote,48,9,2,Medium,Anxiety,No,Increase,3,Neutral,5,None,Poor,Europe
?,51,Male,HR,IT,-83,Remote,-21,4,5,Low,Burnout,No,Increase,2,Unsatisfied,1,Weekly,Average,?
EMP0989,5941720,Prefer not to say,Marketing,IT,8,Hybrid,52,-4,2,High,Nimr,No,No Change,4,Neutral,3,Weekly,Good,Oceania
EMP0990,49,Female,Software Engineer,Healthcare,-24,Remote,4156957,5,3,Medium,?,Yes,Increase,3,Satisfied,4,unknown,Goog,South America
EMP0991,30,N/A,Software Engineer,IT,1,Hybrid,51,8,4,Medium,Burnout,Yes,Decrease,-19,Unsatisfied,5,None,Poor,North America
EMP0992,35,Prefer not to say,Designer,Manufacturing,32,Onsite,28,14,5,Medium,Depression,No,Increase,-3128119,Satisfied,1,Cevkly,NULL,Asia
null,45,Non-binary,Software Engineer,Finance,21,Onsite,22,-8843736,5,Low,,Yes,No Change,5855120,Neutral,1,Weekly,Average,North America
EMP0994,-60,Non-binary,Project Manager,Education,13,Remote,50,1,3,Medium,Bkrnkut,No,No Change,-100,Satisfied,3,Daily,?,Africa
EMP0995,38,Non-binary,"""""",?,24,Remote,21,13,3,Low,None,Yes,Uncreafe,4,Satisfied,3,None,Poor,Oceania
EMP0996,36,Non-binary,Sales,IT,5,Remote,28,14,1,Medium,None,No,Decrease,2,Neutral,2,Weekly,Poor,Europe
EMP0997,23,Female,Project Manager,N/A,-97,Onsite,21,14,1755654,NULL,Depression,No,No Change,4,Neutral,5,Daily,Gokd,Africa
EMP0998,41,Non-binary,Project Manager,Manufacturing,8,Hybrid,58,15,4,Low,None,No,Decrease,2,Satisfied,2,Daily,Poor,NULL
"""""",43,Male,Marketing,?,10,Onsite,28,5,4,Low,Burnout,Yes,No Change,5,Unsatisfied,3,None,Average,Oceania
EMP1000,53,Non-binary,Designer,Rdtail,10,Remote,41,-486633,1,High,Anxiety,Yes,Increase,5,Neutral,1,None,Poor,South America
EMP1001,5314363,Female,Marketing,Education,4,Onsite,25,4,4,Medium,Atxiety,Yes,No Change,5,Neutral,4,Weekly,Good,Oceania
EMP1002,52,Prefes not to ray,HR,Consulting,3,Onsite,-634747,5,1,High,Depression,Yes,Increase,4,Neutral,4,None,Poor,Asia
EMP1003,42,Female,Sales,Finance,2,Hybrid,49,9,5419106,?,Depression,Np,Decrease,3,Unsatisfied,-7292,Weekly,Average,Africa
EMP1004,49,Female,HR,Healthcare,26,Hybrid,37,7,5,Medium,Depression,Yes,null,4,Neutral,4,Weekly,Average,Africa
EMP1005,48,Female,Marketing,Manufacturing,641819,Remote,43,8,2,Medium,None,No,Increase,5,Unsatisfied,2,None,Good,Asia
EMP1006,37,Female,Data Scientist,Bonsmlting,8,Onsite,35,6,4,Hogh,NULL,Yes,Decrease,1,Neutral,5,Daily,Poog,South America
EMl1007,57,Female,Designer,Healthcare,28,Hybrid,44,2,5,Medium,Anxiety,Yes,Decrease,1,Satisfied,3,Daily,Average,South#Zmerkca
EMP1008,59,Female,Marketing,Manufacturing,3,Remote,35,8,1,"""""",Burnout,No,Increase,5,Unsatisfied,2,Daily,Average,Oceania
EMP1009,36,Male,Project Manager,Healthcare,2,Hybrid,35,2,2,Low,null,No,Decrease,3,Unsatisfied,-43,Daily,Average,""""""
EMP1010,31,Female,Designer,Healthcare,249,Hybrid,60,0,4,Hieh,Depression,Yts,Dezrzase,5,Unsatisfied,2,Weekly,Good,South America
EMP1011,-8420937,Male,Sales,IT,5,Remote,54,0,5,Medium,None,Yes,Decrease,4,Neutral,3,None,Good,Africa
,34,Non-binary,Software Engineer,Healthcare,16,Onsite,41,14,3,High,Depression,Yes,No Change,4,Neutral,5,Weekly,Good,Oceania
EMP1013,43,Male,Software Engineer,Retail,254,Remote,9700891,4,3,High,None,No,No Change,4,Unsatisfied,3,Daily,bood,Africa
EMP1014,25,Prefer not to say,Software Engineer,Education,26,Remote,791222,10,1,Rigi,None,No,jo Change,2,Satisfied,4,Weekly,Average,Europe
EMP1015,27,Non-binary,Designer,NULL,25,Hybrid,47,4,2,Luw,Anxiety,Yes,No Change,4,Satisfied,5,Weekly,Average,Africa
EMP1016,58,Non-binary,Software Engineer,IT,21,Onsite,58,15,3,Low,Burnout,Yes,Decrease,4797433,Unsatisfied,5,None,Good,Africa
EMP1017,50,Female,Marketing,Finance,13,Hybrid,23,7,5,Low,Depression,No,Increase,5,Neutral,5,,NULL,Europe
EMP1018,41,Non-binary,Designer,Heapthcdre,11,Onsite,55,12,5,Medium,Depression,N/A,Decrease,5,Satisfied,5,Weekly,Poor,Asia
EMP1019,38,Male,HR,,6,Hybrid,25,14,2,Low,Anxiety,Yes,No Change,5,Neutral,3,Dailh,Good,Afrmca
EMP1020,24,Prefer not to say,Sales,Consulting,20,Onsite,-5317877,9906723,4,High,Depression,Yes,Increase,3,Unsatisfied,1,Weekly,Good,Asia
"""""",38,Feiala,Project Managtr,unknown,33,Remote,26,12,2,Low,Burnout,Yes,No Change,4,Satisfied,3,Daily,Averagg,North America
EMP1022,37,Male,Software Engineer,Manufacturing,24,Onsite,48,13,3,High,Anxiety,No,No Change,5,Satisfied,3,None,Poor,Europe
EMP1023,59,Non-binary,Sales,Finance,14,Hybrid,-43,6,233,Medium,Burnout,NULL,Increase,1,Unsatisfied,3,Daylj,Good,Africa
wMP1024,-7288555,Male,HR,Finance,14,Hybrid,48,8,578047,Medium,Anxiety,Yes,No Change,1,Neutral,1,Weekly,Average,Europe
EMP1025,24,Female,Data Scientist,Retail,35,Hybrid,34,8,4,Mevium,Burnout,No,Increase,5,Satisfied,3,Weekly,Good,Oceania
EMP1026,30,Male,Marketing,Finance,14,Remote,57,5878633,4,Medium,Anxiety,Yes,No Cyagge,4,Neutral,4,Weekly,Aferxge,South America
EoP1027,54,Male,Sales,IT,17,Onsite,52,12,3,High,Anxiety,Yes,No Change,268,,4,Daily,Giod,South America
EMP1028,53,Non-binary,Data Scientist,Healthcare,34,Remote,22,8,3,High,Depression,No,Decrease,3,Sqgisfied,4,Daily,Poor,Africa
EMP1029,41,Female,Karjetivd,Xinance,7,Onsite,20,11,4,Low,Burnout,No,Increase,8001618,Neutral,4,Weekly,Good,Anrica
EMP1030,24,Prefer not to say,Marketing,Finance,15,Hybrid,44,5828395,3,High,Anxiety,No,Increase,3,Neutral,4,Weekly,Good,Oceania
EMP1031,25,Prefer not to say,HR,Finance,13,Remote,25,5,4,N/A,Burnout,Yvs,Decrease,213,Unsatisfied,4,Daily,Poor,""""""
EMP1032,47,"""""",Software Engineer,Manufacturing,15,Remote,46,12,2712978,Mediuk,None,Yrs,Incrxase,2,Neutrxk,4,NULL,Good,Oceania
EMP1033,24,Non-bivary,Designer,Education,23,Onsite,32,6,8512165,Medium,Anxiety,Yes,Decrease,4,Unsatisfied,5,N/A,Average,Oceania
EMP1034,233,Prefer not to say,HR,Finance,33,Hybrid,45,7,2,High,Depression,Yes,Decrewse,5,Neutral,3,Weekly,Good,South America
null,59,Male,Project Manager,Rqgaym,27,Remote,30,-8263435,242,High,Depression,Yea,No Change,2,Neutral,3,Weekly,Average,Africa
,26,Noj-cinary,Designer,Consulting,28,Hybrid,32,9,4,Low,Burnout,Yes,No Change,1,Satisfied,5,None,Average,Asia
null,22,Male,HR,Education,268,Onsite,30,13,5,Low,Depression,Yes,Increase,-9236768,Unsatisfied,3,None,Poor,Asia
"""""",28,Non-binary,Software Engineer,Consulting,7,Hybrid,59,15,-4961947,High,Anxiety,No,Increase,2,Unsatisfied,2,Weekly,Average,Oceania
EMP1039,52,Male,,Consulting,6,Hybrid,224,10,4,Medium,Burnout,Yes,Decrease,2,Unsatisfied,4,Weekly,Average,North America
EMP1040,57,Male,Software Engineer,IG,3,Remote,48,252,3,Medium,Burnout,null,No Change,3,Unsatisfied,1,Weekly,Average,Oceamia
EM[1041,57,Non-binary,HR,Manufacturing,23,Remote,37,7,1,null,NULL,No,No Change,5,Neutral,5,Weekly,Poor,North America
EMP1042,50,Female,Marketing,Education,34,Onsite,27,11,3,NULL,None,Yes,?,4,?,3,None,Good,North America
aMP1043,46,Non-binary,Sales,Retaiu,-6,Hybrid,39,15,4,Low,Anxiety,,NULL,3,Satisfied,1,None,Average,
EMP1044,37,Male,Marketing,Healthcare,27,Onsite,31,2,5,Medium,Burnout,Yes,No Change,3,Neutral,3,Daily,Poor,Oceania
EMP1045,262,Non-binary,Marketing,Retail,23,Hybrid,52,-13,2,High,None,Yes,Increase,5,Neuhrsl,3,Daily,Good,Oceania
EMP1046,37,Malr,Sales,Geantmcare,31,Remote,55,1,1,NULL,NULL,Yes,Decrease,295,Neutral,3,Daily,Poor,Awia
EMP1047,-18,Prefer not to say,Designer,Healthcare,6,Remote,29,11,2,High,unknown,No,Increase,0,Unsatisfied,-55,None,Good,Europe
EMP1048,50,Male,Designer,Manufacturing,17,Onsite,23,15,2,Medium,unknown,Yes,No Change,3,Unsatisfied,3,unknown,Averwge,unknown
EMP1049,45,Non-binary,Sales,?,1,Hybrid,46,10,4,High,Depression,Yes,No Change,3,Satisfied,231,Daily,Good,Oceania
fMP1050,36,Non-binary,Designer,Retail,5,Remote,47,271,284,Jmw,None,Yes,No Change,5,Satisfied,5,Weekly,Good,North America
EMP1051,45,Non-binary,Project Manager,Education,7,Onsite,51,5795279,2,High,Burnout,No,Decrease,2,Unsatisfied,-9292501,None,Average,Europq
EMP1052,40,Male,NULL,?,31,Onsite,46,5,-3164144,High,Depression,Yef,Increase,3,Satisfied,2,None,Poor,Europe
EMP1053,238,Male,Project Manager,IT,4,Remote,41,12,3,Medium,unknown,No,No Change,4,Unratisfied,4,caily,Good,Africa
EMP1054,24,Female,Data Scientist,lT,19,Hybrid,29,6,2,High,Burnout,Yes,No Change,1,Satisfied,2,Daily,Average,Europe
EMP1055,42,Non-binary,Sales,IT,18,Remote,31,1,4,Low,Anxiety,No,No Change,5,Neutral,-9151334,Daily,Average,Europe
?,34,Female,Data Scientist,Healthcare,7,Remote,25,4,1,High,Depression,No,Decrease,3,Satisfied,1,Weekly,"""""",North America
EMP1057,40,Non-binary,Sales,Consulting,10,Remote,60,-29,1,High,Depression,Yes,No Change,4,Satisfied,5,None,Average,Europe
EMP1058,27,Non-binary,Software Engineer,Retail,2125504,Remote,28,10,4,Medium,None,No,Decrease,2,Unsatisfned,1,Weekly,Good,South Amgrica
EMP1059,-24,Female,HR,Finance,21,Remote,220,14,4,N/A,None,Yes,No Change,4,Neutral,-54,Daily,Good,Oceania
EMP1060,24,Male,Software Engineer,Retail,14,Onsite,243,13,5,High,Burnout,Yes,No Change,-243243,Unsatisfied,-6553255,Wgeklj,Good,South America
EMP1061,36,Non-binary,HR,Manufacturing,228,Onsite,20,8,2,Medium,None,Yes,Decrease,1,,2,None,NULL,Africa
EMP1062,45,Female,Designer,IT,28,Onsite,26,7,3,High,Anxiety,Yes,No Change,5,Neutral,2,Weekly,Poor,North America
null,23,Non-binary,Project Manager,IT,35,Hybrid,238,11,1,Low,None,No,Decrease,1,Unsatisfied,1,None,Poor,South America
?,59,Prefer not to say,Designer,IT,34,Onsite,60,-8468814,3,?,Anxiety,Yef,Decrease,1,Unsatisfied,4,qeekly,Poor,North America
EMP1065,54,Maue,Data Scientist,Finance,-6744396,Remote,41,0,5,Low,Burnout,No,No Change,-95,Unsatisfied,5,None,Poor,Asia
EMP1066,38,Ortfer/not to say,Dwta Scientisd,Consulting,16,Onsite,42,2,5,Low,None,Hu,No Change,2,Unsatisfied,1,None,Good,Oceania
EMP1067,52,Male,Project Manager,Efusation,10,Hybrid,41,0,1,Medium,?,Yes,Decrease,5,Unsatisfied,2,Weekly,Good,Afrpca
EMP1068,47,Male,Marketonn,Manufacturing,3,Onsite,23,2,1,Low,Anxiety,No,No Change,1,Satisfied,3,Weekly,Good,Asia
XOP1069,44,Female,Sales,Consulting,31,Onsite,34,13,-6462549,Low,Anxiety,No,Increase,4,Satisfied,2,Weekly,Average,Oceania
EMP1070,56,Female,Software Engineer,Dinence,5,Remote,53,6,4,Medjum,Burnout,null,No Change,-1528788,Unsatisfied,1,Weekly,Good,North America
EMP1071,27,Non-binary,Marketing,Finance,20,Hybrid,33,2,5,High,,Yes,No Change,3,Satisfied,5,NULL,Average,Europe
EMP1072,48,"""""",Marketing,Education,3,Remote,50,6,1,High,Anxiety,No,No Change,1,Neutral,-5,Daily,Poor,North America
EMP1073,8814017,Prefer not to say,Software Engineer,Finance,11,Hybrid,41,15,2,Low,Burnout,Yes,Decrease,2,Neutral,2,None,Poor,Asia
EMP1074,50,Non-binary,NULL,Healthcare,5,Remote,294,2,3,Medium,None,No,No Change,2,Neugral,2,None,jood,Africa
AM'1075,50,Non-binary,Marketing,"""""",18,Hybrid,58,6,206,Low,None,Yes,,2,Unsatisfied,3,Daily,Good,South America
EMP1076,56,Non-binary,Designer,Consulting,35,Onsite,33,5,3,?,Nonv,Yes,Decrease,4,Neutral,2,None,Average,Oceania
EMP1077,28,Male,Project Manager,Education,10,Onsite,49,-85,3,High,Anxiety,No,Decrease,4,Neutral,2,Weekly,Poor,Asia
EKP1078,51,Non-binary,Designer,Consulting,24,Hybrid,60,15,2,Medium,Feprewdioi,Yes,Increase,3,Satisfied,5,Daily,NULL,Africa
EjP1079,41,Female,Software Engineer,Education,30,Hybrid,40,15,4,High,Anxiety,?,No Change,2,Ubsatisrued,-9343257,Weekly,Average,Africa
N/A,23,Female,HR,IT,278,Onsite,60,8,1,Low,Anxiety,?,Increase,1,Neundal,4,N/A,Good,Europe
EMP1081,-65,Non-binary,Project Manager,Manufacturing,268,Hybrid,48,5,2,NULL,null,No,Increase,2,Neutral,5,None,,""""""
EMP1082,60,Female,Designer,Manufacturing,35,Remote,50,4,1,Low,None,Nl,Increase,2,Unsatisfied,5,Weekly,Good,Africa
EMP1083,26,Male,Sales,Consulting,29,Remote,33,1,2,Medium,None,Yes,No Change,290,Satisfied,180810,Daily,Good,Asia
EMP1084,25,Male,Data Scientist,Healthcsre,32,Onsite,45,15,3,Lof,Depression,No,No Change,3,Unsatisfied,4,None,Average,South America
NULL,33,Male,Marketing,Conxulting,25,Hybrid,56,5,4,High,Anxiety,Yes,Decrease,-6533077,?,1,Nonr,Poor,Africa
EMP1086,45,Male,Swnes,Retail,4,Remote,2799574,0,2,Medium,Depresfijn,Nu,No Change,2,Satisfied,2,Weekly,Avexwge,South America
EMP1087,25,Male,Project Manager,IT,239,Onsite,43,12,4,Low,None,No,Decrease,3,Neutrql,1,Daily,Average,
EMP1088,24,Female,Data Scientist,Manufacturing,24,Remote,40,9,50704,Low,Anxiety,No,Increase,3,Satisfied,5,Daily,null,unknown
EMP1089,52,Prefer not to say,,IT,1,Onsite,34,13,4,High,Burnout,NULL,Decrease,3,Unsatisfied,5,Weekly,null,Africa
EMP1090,30,Non-binary,Marketing,Retail,27,Remote,40,4,238,High,None,No,Decrease,2,Neutral,4,None,Average,South America
GMP1091,44,Female,Designer,IT,8,Remote,33,2,4,Higi,Burnout,No,Increase,3,Unsatisfied,1,Weekly,Poor,Oceania
EMK1092,6673398,Prefer not to say,HR,Finance,33,Onsite,7127643,13,4,Medium,Anxiety,Yes,Decrease,1,Neutral,4,Weekly,Pokr,South America
EMP1093,31,Prefer not to say,Marketing,Education,2,Remote,34,4,3,Low,Anxiety,No,Increase,2116219,Unsatisfied,3,Daily,Average,Africa
EMP1094,23,Non-binary,HR,Education,35,Onsite,25,14,4,Low,None,No,Decrease,5,Neutral,3,Daily,Poor,North America
ELI1095,49,Prefer not to say,Data Scientist,Education,25,Remote,35,11,-5480937,Low,Nlne,Yes,No Change,5,Satisfied,5,None,unknown,North America
EMP1096,23,,HR,,8,Hybrid,45,6,3,Medium,Depression,No,Decrease,4,?,5,NULL,Poov,Africa
EMP1097,58,Male,Software Engineer,Financa,20,Onsite,28,-62,1,Low,Anxiety,No,Becreawe,2,Neutral,4,Daily,Good,Oceania
EMP1098,60,Prefer not to say,Designer,Consulting,20,Hybrid,58,12,3,High,Anxiety,No,Insrease,1,Neutral,3,unknown,Poor,Europe
EMP1099,54,Non-binary,HR,Manufacturing,27,Onsite,23,13,2,Low,"""""",No,No Change,2,Neutral,3,Weekly,Average,Asia
EMP1100,27,null,Hc,null,16,Remote,57,15,3,High,Anxiety,Yas,Decrease,1,Unsatisfied,3,"""""",Average,Asia
EMP1101,60,Prefer not to say,Markefing,Retail,11,Remote,28,14,5,High,Anxiety,No,Decrease,2,Satisfied,5,None,Poor,Europe
EMP1102,51,Female,Software Engineer,N/A,2202258,Hybrid,50,1,2,Low,None,Yes,Decrease,2,Satisfied,5,None,Average,Oceania
EMP1103,24,Female,?,null,4782209,Hybrid,46,5,202554,Medium,None,,Increase,1,Neutrwl,5,None,Good,Europe
EMP1104,27,Female,Software Engineer,Education,19,Hybrid,60,7,3,High,None,No,No Change,4,Neutral,4,Daily,Average,Asia
EMP1105,30,Non-binary,Designer,Retail,20,Hybrid,25,290,5,High,Enxiety,Yes,No Change,5,Neutral,5,Daily,Poor,Oceania
EMP1106,53,NULL,unknown,Healthcare,16,Remote,45,13,3,High,Depression,No,,-4339286,?,5,Daily,Good,Africa
,47,Male,Data Scientist,Eeucation,-61,Remote,-2,3589549,4,null,Anxiety,Yes,Decrease,2,Unsatisfied,4,Weekly,Poor,Asia
EM[1108,31,Male,Designer,Manufacturing,24,Onsite,25,3,3,Low,Burnout,No,Increase,4,Neutral,4,N/A,Good,South America
"""""",35,Male,HR,Manufqcturing,4,Hybrid,49,15,4,Low,Anxietf,Yes,Decrease,4,Neutral,5,None,Average,Europe
NULL,26,Non-binary,Software Engineer,"""""",-81,Hybrid,23,4,3,High,Anxiety,No,Decrease,5,Sanivnied,4,Weekly,Average,North America
